neighbourhood_group,latitude,longitude,room_type,minimum_nights,availability_365
Manhattan,40.75696,-73.98323,Private room,14,85
Manhattan,40.72755,-73.97876,Private room,2,197
Brooklyn,40.62023,-73.99103,Entire home/apt,1,3
Brooklyn,40.68127,-73.92686,Entire home/apt,7,347
Manhattan,40.80487,-73.95752,Entire home/apt,3,1
Brooklyn,40.65653,-73.95786,Private room,1,24
Manhattan,40.82396,-73.94388,Entire home/apt,5,303
Brooklyn,40.6825,-73.95888,Private room,1,82
Manhattan,40.76469,-73.99394,Entire home/apt,30,332
Manhattan,40.7972,-73.94749,Private room,28,147
Brooklyn,40.71186,-73.95736,Entire home/apt,1,93
Manhattan,40.75612,-73.99263,Entire home/apt,3,68
Manhattan,40.81345,-73.94659,Entire home/apt,7,193
Brooklyn,40.71541,-73.94144,Entire home/apt,2,331
Manhattan,40.76083,-73.99727,Entire home/apt,30,228
Manhattan,40.76288,-73.95828,Entire home/apt,30,333
Manhattan,40.74752,-73.9976,Private room,3,8
Queens,40.6968,-73.76592,Entire home/apt,1,158
Brooklyn,40.66664,-73.99348,Private room,2,189
Brooklyn,40.70091,-73.92003,Private room,30,333
Queens,40.76837,-73.92007,Entire home/apt,4,101
Brooklyn,40.68474,-73.9632,Private room,4,247
Queens,40.76491,-73.9207,Private room,4,348
Manhattan,40.76717,-73.95532,Private room,1,263
Manhattan,40.72373,-74.00552,Entire home/apt,2,164
Manhattan,40.82862,-73.93832,Entire home/apt,2,16
Manhattan,40.85933,-73.92863,Private room,1,357
Manhattan,40.73823,-74.00233,Entire home/apt,7,8
Manhattan,40.76035,-73.98026,Shared room,2,21
Queens,40.75584,-73.80618,Entire home/apt,2,44
Queens,40.74345,-73.82721,Private room,3,358
Manhattan,40.75199,-73.9725,Entire home/apt,3,33
Manhattan,40.81662,-73.94209,Private room,4,66
Manhattan,40.82166,-73.94635,Entire home/apt,4,23
Brooklyn,40.64578,-73.94756,Private room,2,361
Manhattan,40.76163,-73.99602,Entire home/apt,30,332
Brooklyn,40.59982,-73.98679,Shared room,1,363
Brooklyn,40.69081,-73.93025,Entire home/apt,2,270
Brooklyn,40.71373,-73.96743,Entire home/apt,2,16
Brooklyn,40.68196,-73.92416,Private room,2,4
Brooklyn,40.71601,-73.93962,Private room,1,55
Brooklyn,40.68017,-73.97352,Entire home/apt,1,158
Brooklyn,40.68425,-73.96455,Entire home/apt,3,8
Queens,40.58793,-73.79268,Entire home/apt,4,183
Manhattan,40.80294,-73.96007,Private room,2,320
Brooklyn,40.68885,-73.92354,Entire home/apt,2,251
Queens,40.6959,-73.75159,Entire home/apt,2,36
Manhattan,40.71264,-73.99893,Entire home/apt,2,8
Manhattan,40.82305,-73.94555,Private room,14,276
Queens,40.72538,-73.89284,Entire home/apt,2,317
Queens,40.78236,-73.82092,Entire home/apt,1,204
Brooklyn,40.72037,-73.9596,Entire home/apt,30,252
Manhattan,40.80441,-73.96352,Private room,1,20
Brooklyn,40.70312,-73.98416,Entire home/apt,30,339
Brooklyn,40.69024,-73.9059,Private room,7,179
Queens,40.73183,-73.89787,Private room,1,137
Queens,40.74288,-73.89488,Private room,30,22
Manhattan,40.83048,-73.9437,Entire home/apt,1,7
Brooklyn,40.67005,-73.97981,Entire home/apt,3,61
Manhattan,40.81388,-73.95105,Private room,5,252
Queens,40.67112,-73.73529,Entire home/apt,40,365
Brooklyn,40.65218,-73.96551,Private room,7,1
Manhattan,40.74078,-73.99923,Entire home/apt,1,269
Manhattan,40.74079,-73.97965,Entire home/apt,30,90
Manhattan,40.74708,-73.99131,Entire home/apt,3,84
Brooklyn,40.65293,-73.9435,Private room,3,305
Manhattan,40.75295,-73.9955,Entire home/apt,6,3
Brooklyn,40.69846,-73.99312,Private room,2,189
Brooklyn,40.7112,-73.96566,Entire home/apt,7,16
Brooklyn,40.64632,-73.98343,Entire home/apt,40,118
Queens,40.74687,-73.89892,Entire home/apt,3,289
Brooklyn,40.66439,-73.98904,Entire home/apt,3,1
Manhattan,40.79613,-73.96638,Entire home/apt,30,104
Queens,40.76818,-73.8276,Entire home/apt,1,151
Queens,40.77315,-73.89908,Entire home/apt,5,84
Manhattan,40.76424,-73.98916,Shared room,1,357
Bronx,40.82696,-73.81927,Private room,4,37
Brooklyn,40.67473,-73.96529,Entire home/apt,3,226
Bronx,40.86003,-73.89314,Private room,1,236
Manhattan,40.84063,-73.93928,Private room,1,13
Manhattan,40.71625,-73.9843,Entire home/apt,5,249
Brooklyn,40.70451,-73.92588,Entire home/apt,4,8
Brooklyn,40.71143,-73.94159,Private room,2,264
Queens,40.66684,-73.78289,Shared room,1,34
Manhattan,40.72792,-73.98507,Private room,5,1
Staten Island,40.64779,-74.0846,Entire home/apt,1,258
Queens,40.65953,-73.76923,Private room,1,179
Manhattan,40.72611,-74.00337,Entire home/apt,1,89
Brooklyn,40.66172,-73.8975,Private room,5,60
Queens,40.72608,-73.86233,Private room,2,38
Brooklyn,40.71818,-73.95945,Entire home/apt,2,273
Queens,40.68831,-73.75141,Private room,3,352
Manhattan,40.75376,-73.97132,Private room,3,365
Queens,40.73143,-73.85674,Shared room,3,161
Queens,40.68121,-73.76869,Private room,1,177
Manhattan,40.71569,-73.99421,Entire home/apt,2,41
Brooklyn,40.68572,-73.99234,Entire home/apt,2,32
Queens,40.70202,-73.89044,Entire home/apt,3,3
Staten Island,40.60585,-74.13331,Private room,2,144
Brooklyn,40.7089,-73.94447,Private room,2,342
Bronx,40.81072,-73.92349,Entire home/apt,2,260
Manhattan,40.76201,-73.97635,Entire home/apt,2,152
Manhattan,40.73272,-73.9852,Entire home/apt,3,7
Manhattan,40.80378,-73.96619,Private room,14,15
Brooklyn,40.7073,-73.92776,Private room,1,1
Brooklyn,40.70397,-73.95536,Entire home/apt,14,312
Brooklyn,40.68243,-73.95167,Private room,1,285
Brooklyn,40.68468,-73.99372,Entire home/apt,4,39
Queens,40.77679,-73.91366,Private room,1,24
Manhattan,40.7319,-73.98981,Private room,3,209
Brooklyn,40.63337,-73.94578,Private room,1,189
Manhattan,40.76759,-73.98697,Shared room,1,24
Manhattan,40.79273,-73.97216,Entire home/apt,30,156
Manhattan,40.82934,-73.94269,Entire home/apt,2,200
Manhattan,40.7394,-73.99868,Entire home/apt,2,125
Manhattan,40.76292,-73.99219,Entire home/apt,60,177
Manhattan,40.80448,-73.95567,Entire home/apt,1,96
Brooklyn,40.67832,-73.99803,Private room,2,179
Bronx,40.84058,-73.91382,Private room,2,208
Brooklyn,40.68676,-73.95801,Shared room,2,339
Brooklyn,40.68718,-73.97289,Entire home/apt,2,15
Manhattan,40.72245,-73.99416,Shared room,1,14
Bronx,40.8562,-73.90899,Private room,3,365
Manhattan,40.82418,-73.94893,Private room,1,34
Queens,40.76648,-73.94098,Private room,1,365
Brooklyn,40.64801,-73.97562,Private room,3,290
Brooklyn,40.69184,-73.90924,Private room,3,150
Brooklyn,40.67989,-73.97922,Private room,2,89
Brooklyn,40.65012,-73.94056,Private room,1,355
Manhattan,40.74829,-73.98326,Entire home/apt,5,346
Brooklyn,40.69783,-73.9301,Private room,14,64
Manhattan,40.7518,-73.9969,Entire home/apt,3,75
Manhattan,40.77998,-73.98462,Entire home/apt,2,2
Queens,40.75518,-73.80422,Private room,1,243
Queens,40.76711,-73.89367,Entire home/apt,7,365
Manhattan,40.79382,-73.94334,Entire home/apt,1,200
Brooklyn,40.72846,-73.95033,Private room,2,4
Manhattan,40.85704,-73.93789,Private room,1,334
Brooklyn,40.65116,-73.94525,Private room,7,172
Manhattan,40.80505,-73.94894,Entire home/apt,7,23
Manhattan,40.85025,-73.94105,Private room,1,49
Brooklyn,40.68822,-73.91639,Private room,2,352
Queens,40.73835,-73.92636,Private room,7,90
Brooklyn,40.68383,-73.90857,Entire home/apt,6,19
Manhattan,40.76591,-73.99155,Entire home/apt,30,15
Manhattan,40.74534,-73.98108,Entire home/apt,3,364
Manhattan,40.74838,-73.97695,Entire home/apt,30,365
Manhattan,40.85123,-73.93223,Private room,15,353
Manhattan,40.82207,-73.95332,Private room,5,45
Brooklyn,40.71447,-73.95237,Private room,30,230
Manhattan,40.76112,-73.99887,Entire home/apt,30,365
Manhattan,40.7152,-73.99947,Entire home/apt,6,351
Queens,40.59684,-73.79449,Private room,2,88
Manhattan,40.72872,-73.98267,Entire home/apt,7,128
Brooklyn,40.72232,-73.9434,Entire home/apt,2,1
Bronx,40.87207,-73.90193,Entire home/apt,30,346
Manhattan,40.70632,-74.01073,Entire home/apt,2,348
Manhattan,40.76826,-73.98719,Entire home/apt,7,188
Brooklyn,40.65642,-73.96085,Private room,14,173
Brooklyn,40.73067,-73.955,Entire home/apt,7,365
Brooklyn,40.68457,-73.96605,Private room,3,179
Manhattan,40.80033,-73.9528,Private room,1,267
Queens,40.75355,-73.89221,Entire home/apt,2,346
Queens,40.76363,-73.93033,Private room,5,8
Manhattan,40.72835,-74.00159,Entire home/apt,3,157
Manhattan,40.80038,-73.95994,Private room,1,17
Brooklyn,40.67578,-73.94159,Entire home/apt,2,340
Manhattan,40.85619,-73.93117,Private room,1,145
Bronx,40.88455,-73.86587,Shared room,1,312
Manhattan,40.7572,-73.96464,Entire home/apt,30,242
Brooklyn,40.66923,-73.98134,Private room,1,1
Brooklyn,40.67629,-73.97654,Private room,3,256
Queens,40.75902,-73.9154,Private room,4,292
Brooklyn,40.71198,-73.94807,Private room,30,340
Brooklyn,40.68566,-73.90909,Private room,5,64
Brooklyn,40.65262,-73.94211,Entire home/apt,30,221
Brooklyn,40.71852,-73.95616,Entire home/apt,6,291
Manhattan,40.76255,-73.99026,Entire home/apt,7,216
Bronx,40.88075,-73.84845,Entire home/apt,3,358
Brooklyn,40.68235,-73.96128,Entire home/apt,30,266
Manhattan,40.78861,-73.94523,Entire home/apt,4,35
Brooklyn,40.68743,-73.95257,Entire home/apt,5,22
Manhattan,40.79022,-73.9471,Private room,30,262
Manhattan,40.78775,-73.94891,Private room,4,97
Manhattan,40.84119,-73.939,Private room,1,281
Manhattan,40.79931,-73.95238,Entire home/apt,1,35
Brooklyn,40.68989,-73.95878,Private room,7,364
Brooklyn,40.66921,-73.87797,Entire home/apt,4,67
Manhattan,40.82461,-73.95269,Private room,2,363
Manhattan,40.7427,-73.99837,Entire home/apt,2,114
Queens,40.76956,-73.87347,Entire home/apt,1,333
Manhattan,40.75685,-73.99569,Entire home/apt,30,331
Queens,40.6083,-73.75787,Private room,1,54
Brooklyn,40.67387,-73.9424,Entire home/apt,3,250
Manhattan,40.80719,-73.95303,Entire home/apt,4,279
Manhattan,40.78949,-73.94461,Private room,5,131
Manhattan,40.75827,-73.99368,Entire home/apt,31,137
Manhattan,40.70641,-74.00674,Entire home/apt,29,337
Brooklyn,40.71324,-73.94271,Entire home/apt,3,217
Queens,40.75909,-73.92227,Private room,1,355
Manhattan,40.82612,-73.95216,Entire home/apt,2,132
Brooklyn,40.62345,-73.93001,Private room,1,365
Queens,40.74612,-73.87364,Private room,1,162
Brooklyn,40.69408,-73.92307,Entire home/apt,3,23
Manhattan,40.72697,-73.98509,Entire home/apt,2,3
Manhattan,40.79479,-73.94919,Private room,1,264
Brooklyn,40.63868,-73.95049,Entire home/apt,4,320
Brooklyn,40.70849,-73.96603,Private room,1,192
Brooklyn,40.69542,-73.9497,Private room,14,123
Manhattan,40.77672,-73.95559,Private room,3,36
Manhattan,40.76612,-73.98749,Shared room,1,365
Manhattan,40.74076,-73.99307,Entire home/apt,7,363
Manhattan,40.80322,-73.94488,Shared room,30,342
Manhattan,40.85083,-73.94093,Entire home/apt,4,193
Brooklyn,40.69477,-73.92489,Private room,7,362
Brooklyn,40.67731,-73.98138,Private room,1,54
Manhattan,40.76536,-73.98866,Shared room,2,23
Brooklyn,40.6458,-73.92384,Private room,7,326
Manhattan,40.77969,-73.97738,Entire home/apt,14,261
Brooklyn,40.71598,-73.943,Entire home/apt,4,10
Brooklyn,40.64016,-73.94057,Private room,2,296
Manhattan,40.70659,-74.0102,Entire home/apt,2,247
Queens,40.74,-73.91901,Private room,44,161
Manhattan,40.73089,-73.98195,Entire home/apt,30,46
Queens,40.74443,-73.90885,Entire home/apt,1,288
Manhattan,40.82808,-73.94563,Entire home/apt,2,334
Manhattan,40.76514,-73.96176,Private room,30,43
Queens,40.7484,-73.94604,Private room,2,33
Manhattan,40.74503,-73.99922,Entire home/apt,2,219
Brooklyn,40.68788,-73.98551,Entire home/apt,30,246
Queens,40.76275,-73.92052,Entire home/apt,3,220
Brooklyn,40.68989,-73.92128,Entire home/apt,2,103
Manhattan,40.77794,-73.9763,Entire home/apt,2,207
Manhattan,40.79931,-73.96072,Private room,1,58
Manhattan,40.80386,-73.93618,Private room,1,178
Manhattan,40.85289,-73.93508,Private room,1,249
Queens,40.77562,-73.91431,Private room,2,360
Manhattan,40.72503,-74.0013,Entire home/apt,3,42
Brooklyn,40.66065,-73.98817,Entire home/apt,3,201
Bronx,40.80981,-73.92031,Private room,1,176
Queens,40.75547,-73.91867,Private room,15,361
Brooklyn,40.70881,-73.9593,Entire home/apt,30,30
Brooklyn,40.69014,-73.91531,Private room,7,6
Brooklyn,40.69641,-73.90895,Shared room,30,325
Brooklyn,40.67793,-73.99531,Entire home/apt,1,365
Brooklyn,40.69994,-73.93224,Private room,1,169
Manhattan,40.74779,-73.98734,Entire home/apt,3,331
Brooklyn,40.66587,-73.98206,Entire home/apt,3,89
Brooklyn,40.71119,-73.96703,Private room,6,188
Brooklyn,40.68708,-73.94657,Entire home/apt,1,179
Manhattan,40.8125,-73.94151,Entire home/apt,3,40
Brooklyn,40.72829,-73.94356,Private room,3,74
Manhattan,40.70538,-74.00742,Shared room,2,270
Queens,40.66992,-73.74518,Private room,1,70
Brooklyn,40.68808,-73.9413,Private room,2,39
Manhattan,40.80762,-73.94017,Private room,2,60
Brooklyn,40.68273,-73.94786,Private room,1,65
Brooklyn,40.66754,-73.98268,Entire home/apt,31,310
Brooklyn,40.70372,-73.98545,Entire home/apt,30,349
Brooklyn,40.68224,-73.86806,Entire home/apt,3,21
Brooklyn,40.71895,-73.95604,Private room,2,260
Brooklyn,40.67992,-73.9475,Private room,3,343
Manhattan,40.71081,-74.00846,Entire home/apt,30,4
Manhattan,40.76371,-73.96153,Entire home/apt,30,341
Brooklyn,40.68911,-73.94727,Private room,1,36
Brooklyn,40.69395,-73.92418,Entire home/apt,10,226
Manhattan,40.74408,-73.97803,Private room,5,2
Manhattan,40.75083,-73.97271,Entire home/apt,3,2
Brooklyn,40.68023,-73.91047,Entire home/apt,2,239
Brooklyn,40.64018,-73.99157,Private room,2,25
Bronx,40.82809,-73.9159,Entire home/apt,4,210
Staten Island,40.63168,-74.12316,Private room,2,279
Manhattan,40.70517,-74.00907,Entire home/apt,1,246
Brooklyn,40.68846,-73.96139,Entire home/apt,3,38
Brooklyn,40.6788,-73.97643,Private room,1,258
Brooklyn,40.62365,-73.93171,Entire home/apt,3,89
Bronx,40.84367,-73.84911,Private room,2,158
Brooklyn,40.68714,-73.93443,Entire home/apt,4,98
Manhattan,40.84919,-73.94021,Private room,3,35
Brooklyn,40.61097,-73.9983,Private room,1,30
Queens,40.76503,-73.83039,Private room,1,52
Manhattan,40.79765,-73.94022,Private room,3,90
Manhattan,40.78981,-73.942,Entire home/apt,5,205
Manhattan,40.76831,-73.98515,Entire home/apt,3,361
Brooklyn,40.67386,-73.95271,Entire home/apt,30,365
Manhattan,40.74257,-73.97948,Private room,2,230
Manhattan,40.7282,-73.98615,Entire home/apt,10,24
Queens,40.76071,-73.88406,Private room,1,351
Manhattan,40.7191,-73.99671,Entire home/apt,30,312
Manhattan,40.74336,-73.97143,Entire home/apt,30,327
Brooklyn,40.68012,-73.89338,Entire home/apt,1,362
Brooklyn,40.67175,-73.92117,Private room,3,19
Queens,40.70937,-73.89702,Private room,30,192
Queens,40.6741,-73.79775,Private room,4,291
Manhattan,40.77163,-73.94897,Private room,14,14
Brooklyn,40.67795,-73.92524,Private room,1,220
Staten Island,40.63302,-74.11396,Private room,2,348
Manhattan,40.77833,-73.98469,Entire home/apt,30,337
Brooklyn,40.68907,-73.95217,Private room,30,333
Manhattan,40.80845,-73.94435,Entire home/apt,1,135
Brooklyn,40.68687,-73.94518,Entire home/apt,2,285
Queens,40.72038,-73.86311,Private room,1,4
Manhattan,40.7555,-73.96826,Entire home/apt,4,148
Bronx,40.84111,-73.92513,Private room,2,338
Manhattan,40.72387,-73.97845,Entire home/apt,2,75
Manhattan,40.76261,-73.99143,Entire home/apt,3,90
Queens,40.65378,-73.72582,Entire home/apt,2,142
Brooklyn,40.64261,-73.95779,Entire home/apt,2,275
Manhattan,40.74552,-74.00021,Entire home/apt,2,277
Brooklyn,40.69088,-73.92983,Private room,3,164
Manhattan,40.76283,-73.99331,Private room,2,3
Brooklyn,40.71068,-73.96304,Entire home/apt,4,70
Manhattan,40.70447,-74.00847,Entire home/apt,29,170
Queens,40.7666,-73.92079,Entire home/apt,6,173
Queens,40.70459,-73.76271,Private room,2,262
Staten Island,40.64123,-74.08169,Private room,2,356
Manhattan,40.82846,-73.94492,Private room,1,341
Manhattan,40.77669,-73.95283,Private room,1,365
Manhattan,40.73933,-74.00313,Entire home/apt,4,267
Manhattan,40.73061,-73.98409,Entire home/apt,2,109
Brooklyn,40.73002,-73.95636,Private room,1,138
Manhattan,40.72986,-73.97913,Entire home/apt,6,36
Brooklyn,40.70516,-73.95455,Private room,14,343
Bronx,40.87666,-73.90034,Entire home/apt,3,146
Manhattan,40.70712,-74.01201,Entire home/apt,2,291
Brooklyn,40.69892,-73.94645,Private room,2,343
Manhattan,40.79155,-73.97315,Entire home/apt,30,57
Manhattan,40.7282,-73.98001,Private room,1,84
Manhattan,40.76092,-73.95154,Private room,6,312
Brooklyn,40.68156,-73.92036,Entire home/apt,2,309
Manhattan,40.72384,-73.98791,Entire home/apt,2,314
Manhattan,40.74506,-73.97362,Entire home/apt,2,66
Manhattan,40.72872,-73.99199,Entire home/apt,1,187
Brooklyn,40.66114,-73.9498,Shared room,2,35
Manhattan,40.75439,-73.96647,Entire home/apt,28,253
Manhattan,40.72944,-73.98645,Private room,5,232
Manhattan,40.72129,-74.0019,Entire home/apt,30,364
Manhattan,40.72334,-73.9844,Private room,3,26
Manhattan,40.75658,-73.99568,Private room,1,64
Brooklyn,40.70119,-73.91368,Private room,2,49
Manhattan,40.72853,-73.98762,Private room,2,23
Brooklyn,40.67702,-73.96445,Entire home/apt,28,256
Manhattan,40.79904,-73.96045,Private room,4,125
Brooklyn,40.66473,-73.93134,Entire home/apt,3,219
Manhattan,40.77567,-73.95961,Entire home/apt,2,156
Brooklyn,40.68148,-73.96674,Entire home/apt,3,18
Brooklyn,40.70617,-73.95055,Private room,2,6
Queens,40.73756,-73.92329,Private room,30,241
Brooklyn,40.63344,-73.94068,Entire home/apt,1,360
Manhattan,40.81404,-73.93809,Private room,2,363
Brooklyn,40.68666,-73.92724,Private room,15,251
Brooklyn,40.67244,-73.92267,Private room,7,44
Manhattan,40.72792,-74.00323,Entire home/apt,1,320
Queens,40.56546,-73.86968,Private room,1,82
Manhattan,40.75503,-73.99724,Private room,30,316
Brooklyn,40.66974,-73.958,Entire home/apt,3,149
Brooklyn,40.69476,-73.94821,Private room,6,48
Bronx,40.82974,-73.92092,Entire home/apt,1,89
Manhattan,40.7976,-73.93947,Private room,7,22
Queens,40.69318,-73.83418,Private room,1,1
Brooklyn,40.67925,-73.91017,Entire home/apt,28,226
Brooklyn,40.66537,-73.98559,Entire home/apt,3,1
Queens,40.76677,-73.91315,Private room,4,63
Bronx,40.81395,-73.88675,Private room,30,343
Queens,40.76804,-73.92161,Entire home/apt,5,55
Brooklyn,40.67407,-73.88179,Private room,3,23
Manhattan,40.76337,-73.9873,Entire home/apt,2,124
Manhattan,40.71313,-73.98665,Private room,3,181
Queens,40.56568,-73.87009,Private room,1,59
Brooklyn,40.68392,-73.8693,Entire home/apt,4,136
Manhattan,40.7482,-73.97525,Entire home/apt,30,333
Brooklyn,40.69431,-73.97063,Entire home/apt,1,14
Manhattan,40.83117,-73.94281,Entire home/apt,1,365
Manhattan,40.7786,-73.95208,Entire home/apt,30,311
Manhattan,40.72832,-73.98984,Private room,1,177
Brooklyn,40.71595,-73.96467,Entire home/apt,1,72
Manhattan,40.75215,-73.97269,Entire home/apt,1,3
Manhattan,40.80092,-73.96195,Private room,1,293
Bronx,40.84268,-73.91007,Private room,1,188
Brooklyn,40.70943,-73.95064,Entire home/apt,3,364
Brooklyn,40.68188,-73.99438,Entire home/apt,4,3
Manhattan,40.75632,-73.96795,Entire home/apt,30,249
Queens,40.72385,-73.85124,Entire home/apt,30,99
Brooklyn,40.66941,-73.98109,Entire home/apt,30,9
Queens,40.76938,-73.93227,Private room,5,351
Manhattan,40.75531,-73.9655,Private room,1,16
Manhattan,40.70523,-74.01345,Private room,7,307
Manhattan,40.72709,-73.98274,Private room,1,333
Bronx,40.85167,-73.92144,Private room,1,363
Manhattan,40.8395,-73.9447,Private room,3,3
Brooklyn,40.71808,-73.95859,Private room,5,187
Brooklyn,40.63516,-74.00078,Private room,1,59
Manhattan,40.8261,-73.95139,Private room,1,137
Manhattan,40.7677,-73.95476,Shared room,1,66
Brooklyn,40.68264,-73.94238,Entire home/apt,4,285
Manhattan,40.75603,-73.99214,Entire home/apt,30,226
Manhattan,40.73771,-73.98058,Entire home/apt,30,342
Manhattan,40.78866,-73.96908,Private room,2,85
Brooklyn,40.69098,-73.97989,Entire home/apt,29,159
Manhattan,40.75124,-73.99523,Entire home/apt,5,8
Manhattan,40.76487,-73.98238,Entire home/apt,30,364
Manhattan,40.72278,-73.98497,Private room,3,357
Brooklyn,40.68085,-73.88895,Entire home/apt,1,255
Bronx,40.85978,-73.8619,Private room,1,48
Brooklyn,40.64658,-74.00986,Private room,10,67
Manhattan,40.7146,-73.991,Private room,4,323
Manhattan,40.77581,-73.96285,Entire home/apt,1,135
Manhattan,40.72974,-73.98201,Private room,4,43
Queens,40.58409,-73.81665,Entire home/apt,2,73
Manhattan,40.72408,-73.99381,Private room,1,56
Brooklyn,40.57458,-73.96514,Private room,3,153
Manhattan,40.70637,-74.01199,Entire home/apt,2,271
Manhattan,40.74871,-73.9753,Entire home/apt,30,365
Brooklyn,40.68722,-73.91962,Entire home/apt,1,312
Staten Island,40.57825,-74.10902,Entire home/apt,3,318
Manhattan,40.72686,-73.9797,Entire home/apt,4,341
Queens,40.58664,-73.81295,Entire home/apt,3,131
Brooklyn,40.66514,-73.99017,Entire home/apt,1,5
Manhattan,40.78136,-73.94709,Private room,4,46
Manhattan,40.76465,-73.98812,Entire home/apt,1,346
Brooklyn,40.68178,-73.91287,Private room,1,164
Brooklyn,40.69934,-73.92947,Entire home/apt,4,15
Brooklyn,40.68826,-73.90933,Private room,1,207
